provider_id,provider_name,hq_address_1,hq_address_2,hq_borough,hq_city,hq_state,hq_postcode,provider_ein,provider_website,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
2809,HELLENIC FILM SOCIETY USA INC,,,,,,,,,,,,,,,,
2810,VETS INC,,,,,,,,,,,,,,,,
2811,INTERNATIONAL PUERTO RICAN HERTIAGE FLIM FESTIVAL,,,,,,,,,,,,,,,,
2812,ST STANISLAUS ROMAN CATHOLIC CHURCH,,,,,,,,,,,,,,,,
2813,NATIONAL DOUBLE DUTCH LEAGUE INC,,,,,,,,,,,,,,,,
2814,TRUCKED OUT INC,,,,,,,,,,,,,,,,
2815,SISTERS WITH PURPOSE INC,,,,,,,,,,,,,,,,
2816,"KINGS HIGHWAY DISTRICT MANAGEMENT ASSOCIATION, INC",,,,,,,,,,,,,,,,
2817,FULTON MARKET ASSOCIATION INC,,,,,,,,,,,,,,,,
2818,NACHAS HEALTH & FAMILY NETWORK INC,,,,,,,,,,,,,,,,
2819,"RICHARD WILLIS MEMORIAL FUND, INC.",,,,,,,,,,,,,,,,
2820,THE FLATBUSH DEVELOPMENT CORP,,,,,,,,,,,,,,,,
2821,EVERY DAY IS A MIRACLE INC,,,,,,,,,,,,,,,,
2822,GRIOT CIRCLE INC.,,,,,,,,,,,,,,,,
2823,"KINGS BAY YOUTH ORGANIZATION, INC.",,,,,,,,,,,,,,,,
2824,ORPHEUS CHAMBER ORCHESTRA,,,,,,,,,,,,,,,,
2825,THE MAMA FOUNDATION FOR THE ARTS INC,,,,,,,,,,,,,,,,
2826,LONG TERM CARE COMMUNITY COALITION,,,,,,,,,,,,,,,,
2827,CENTER FOR NuLEADERSHIP ON URBAN SOLUTIONS,,,,,,,,,,,,,,,,
2828,GREEN EARTH POETS CAFE INC,,,,,,,,,,,,,,,,
2829,Empowerment Zone Inc.,,,,,,,,,,,,,,,,
2831,TOTTENVILLE HISTORICAL SOCIETY,,,,,,,,,,,,,,,,
2832,METROPOLITAN FOODS INC,,,,,,,,,,,,,,,,
2833,KEEP RISING TO THE TOP (K.R.3T'S),,,,,,,,,,,,,,,,
2834,WEEKS EDUCATIONAL AND  SOCIAL ADVOCACY PROJECT INC,,,,,,,,,,,,,,,,
2835,RUGBY DELIVERANCE TABERNACLE,,,,,,,,,,,,,,,,
2836,southbeachcivicassociation,,,,,,,,,,,,,,,,
2837,TOWN HALL FOUNDATION INC.,,,,,,,,,,,,,,,,
2838,EARTH MATTER NY INC,,,,,,,,,,,,,,,,
2839,"Swim Strong Foundation, Inc.",,,,,,,,,,,,,,,,
2841,BUTTERFLIES BY BLAQ INCORPORATED,,,,,,,,,,,,,,,,
2843,SOUTH SHORE DISTRICT MANAGEMENT ASSOCIATION,,,,,,,,,,,,,,,,
2844,THE PIED PIPER CHILDRENS THEATRE OF NYC INC,,,,,,,,,,,,,,,,
2845,Commission on the Publics Health System,,,,,,,,,,,,,,,,
2846,"THE BLUE CARD, INC.",,,,,,,,,,,,,,,,
2847,BOHEMIAN BRETHREN PRESBYTERIAN CHURCH,,,,,,,,,,,,,,,,
2848,OSBORNE TREATMENT SERVICES INC,,,,,,,,,,,,,,,,
2849,PINNACLE ALLIANCE CORP,,,,,,,,,,,,,,,,
2850,BAY TERRACE GARDEN JEWISH CENTER,,,,,,,,,,,,,,,,
2854,"Dominic A. Murray 21 Memorial Foundation, Inc.",,,,,,,,,,,,,,,,
2855,AFRICAN DIASPORA FILM FESTIVAL INC,,,,,,,,,,,,,,,,
2856,DISCALCED INC,,,,,,,,,,,,,,,,
2857,Youth Represent Inc,,,,,,,,,,,,,,,,
2858,WE STAY NOS QUEDAMOS INC,,,,,,,,,,,,,,,,
2859,BLESSED VIRGIN MARY HELP OF CHRISTIANS CHURCH,,,,,,,,,,,,,,,,
2860,CENTRAL BROOKLYN JAZZ CONSORT- IUM INC,,,,,,,,,,,,,,,,
2861,HUMAN RIGHTS FIRST,,,,,,,,,,,,,,,,
2862,Brooklyn Bridge Basketball Inc,,,,,,,,,,,,,,,,
2863,SOLACE HOUSE INC,,,,,,,,,,,,,,,,
2864,LEGAL ACTION CENTER OF THE CITY OF NEW YORK INC,,,,,,,,,,,,,,,,
2865,Building 13 Association Inc,,,,,,,,,,,,,,,,
2867,LGBT YOUTH OUT LOUD INCORPORATED,,,,,,,,,,,,,,,,
2868,Central City Chorus,,,,,,,,,,,,,,,,
2869,AFRICAN COMMUNITIES TOGETHER INC,,,,,,,,,,,,,,,,
2870,GREENWICH VILLAGE FILM FESTIVAL INC,,,,,,,,,,,,,,,,
2871,CULTURAL AFRICAN PRESERVATION CORP,,,,,,,,,,,,,,,,
2873,CANARSIE COMMUNITY DEVELOPMENT INC,,,,,,,,,,,,,,,,
2874,Herbert H Lehman College Foundation Inc,,,,,,,,,,,,,,,,
2875,UPTOWN STORIES INC,,,,,,,,,,,,,,,,
2876,CLASS SIZE MATTERS,,,,,,,,,,,,,,,,
2877,SPARKS PPD INC,,,,,,,,,,,,,,,,
2878,CHILDREN OF WORLD WAR II FROM THE FORMER SOVIET UNION INC,,,,,,,,,,,,,,,,
2880,BARTLETT FOUNDATION INC,,,,,,,,,,,,,,,,
2881,YOUNG ISRAEL OF KEW GARDENS HILLS,,,,,,,,,,,,,,,,
2884,CARLOS LEZAMA ARCHIVES AND CARIBBEAN CULTURAL CENTER,,,,,,,,,,,,,,,,
2885,WHITE LOTUS COLLECTIVE LTD,,,,,,,,,,,,,,,,
2886,BOUNDLESS THEATRE COMPANY INC,,,,,,,,,,,,,,,,
2887,HOLLIS PRESBYTERIAN CHURCH,,,,,,,,,,,,,,,,
2888,"TRINITY'S SERVICES AND FOOD FOR THE HOMELESS, INC.",,,,,,,,,,,,,,,,
2890,GREAT KILLS LITTLE LEAGUE INC THE,,,,,,,,,,,,,,,,
2891,ROCKAWAY ARTISTS ALLIANCE INC,,,,,,,,,,,,,,,,
2892,WEST HARLEM ENVIRONMENTAL ACTION INC,,,,,,,,,,,,,,,,
2893,HATZOLOH INCORPORATED,,,,,,,,,,,,,,,,
2897,OUR LADY OF GRACE ROMAN CATHOLIC CHURCH,,,,,,,,,,,,,,,,
2898,THE RESILIENCE EDUCATION TRAINING AND INNOVATION CENTER LIMI,,,,,,,,,,,,,,,,
2900,"BEDFORD STUYVESANT FAMILY HEALTH CENTER, INC.",,,,,,,,,,,,,,,,
2903,THE HOPE CENTER DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
2904,88TH PCT YOUTH COUNCIL INC,,,,,,,,,,,,,,,,
2905,TRINITY HUMAN SERVICES CORP- ORATION,,,,,,,,,,,,,,,,
2906,FOUNDATION ADVANCEMENT AND REHABILITATION OF THE MARGINAL,,,,,,,,,,,,,,,,
2907,Hebrew Tabernacle of Washington Heights,,,,,,,,,,,,,,,,
2908,THE GILLEN BREWER SCHOOL,,,,,,,,,,,,,,,,
2909,KJK Young Scholars Inc,,,,,,,,,,,,,,,,
2910,EAST SHORE LITTLE LEAGUE INC,,,,,,,,,,,,,,,,
2911,Emmas Torch Ltd,,,,,,,,,,,,,,,,
2912,STATEN ISLAND ICE HOCKEY ASSOCIATION INC,,,,,,,,,,,,,,,,
2916,YOUNG ISRAEL OF STATEN ISLAND,,,,,,,,,,,,,,,,
2917,CLASSICO BUILDING MAINENANCE INC,,,,,,,,,,,,,,,,
2918,"MYRTLE AVENUE BROOKLYN DIST. MANAGEMENT ASSOCIATION, INC.",,,,,,,,,,,,,,,,
2919,SAINT ATHANASIUS ROMAN CATHOLIC CHURCH,,,,,,,,,,,,,,,,
2922,LREFUAH MEDICAL & REHABILITATION CENTER INC,,,,,,,,,,,,,,,,
2923,TSQ INC,,,,,,,,,,,,,,,,
2924,FIRST MEDCARE INC,,,,,,,,,,,,,,,,
2927,NY HELMETS TO HARDHATS INC,,,,,,,,,,,,,,,,
2928,Sloan-Kettering Institute for Cancer Research,,,,,,,,,,,,,,,,
2929,LABELS &  LISTS INC,,,,,,,,,,,,,,,,
2930,TRINITY COMMUNITY CONNECTION,,,,,,,,,,,,,,,,
2936,BRONX FAMILY NETWORK INC,,,,,,,,,,,,,,,,
2937,BROOKLYNONE PRODUCTIONS INC,,,,,,,,,,,,,,,,
2938,WEST SIDE COMMUNITY GARDEN INC,,,,,,,,,,,,,,,,
2940,POSITIVE INFLUENCE INC,,,,,,,,,,,,,,,,
2942,GRAND PARENTS AROUND THE WORLD PRODUCTION INC,,,,,,,,,,,,,,,,
2943,"CROSSFIRE STEEL ORCH, INC.",,,,,,,,,,,,,,,,
2944,WIZ KIDS BOOKS B4 BASKETBALL,,,,,,,,,,,,,,,,
2945,YOUNG ISRAEL OF JAMAICA ESTATES,,,,,,,,,,,,,,,,
2946,PREFERRED MEAL SYSTEMS INC,,,,,,,,,,,,,,,,
2950,GOOD OLD LOWER EAST SIDE INC,,,,,,,,,,,,,,,,
2951,NOT ON MY WATCH INC,,,,,,,,,,,,,,,,
2952,THE GHETTO FILM SCHOOL INC,,,,,,,,,,,,,,,,
2956,JUMPSTART FOR YOUNG CHILDREN INC,,,,,,,,,,,,,,,,
2960,OUTREACH DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
2962,UMOJA NETWORK FOR YOUNG MEN INC,,,,,,,,,,,,,,,,
2964,Sacred Music Chorale of Richmond Hill Inc,,,,,,,,,,,,,,,,
2967,ICE THEATRE OF NEW YORK INC,,,,,,,,,,,,,,,,
2968,SMILE NEW YORK OUTREACH LLC,,,,,,,,,,,,,,,,
2970,COMMON THREADS,,,,,,,,,,,,,,,,
2973,MANHATTAN SCHOOL OF MUSIC,,,,,,,,,,,,,,,,
2974,QUEENS LESBIAN AND GAY PRIDE COMMITTEE INC,,,,,,,,,,,,,,,,
2975,NATIONAL SORORITY PHI DLTA KPPA BTA OMCRN CHPT BG SSTR ED AC,,,,,,,,,,,,,,,,
2979,STATEN ISLAND UNITED FEDERATION BASEBALL LEAGUE INC,,,,,,,,,,,,,,,,
2980,Community Youth Sports and Media Movement Inc,,,,,,,,,,,,,,,,
2981,AMERICAN SEPHARDI FEDERATION,,,,,,,,,,,,,,,,
2983,NYPD FOOTBALL INC,,,,,,,,,,,,,,,,
2984,RAPID RELIABLE TESTING NY LLC,,,,,,,,,,,,,,,,
2985,MASBIA,,,,,,,,,,,,,,,,
2986,"SAY AH, INC",,,,,,,,,,,,,,,,
2987,LifeWay Network Inc,,,,,,,,,,,,,,,,
2988,ASSOCIATION OF HOLOCAUST SURVIVORS FROM THE FORMER SU INC,,,,,,,,,,,,,,,,
2989,National Lighthouse Museum,,,,,,,,,,,,,,,,
2992,NATIONAL INDUSTRIES FOR THE BLIND,,,,,,,,,,,,,,,,
2993,ATTENTI  US  INC,,,,,,,,,,,,,,,,
2994,MEHALA ISADORA MILLER MIM FOUNDATION INC,,,,,,,,,,,,,,,,
2995,NEW HOPE TRANSITIONAL HOUSING INC,,,,,,,,,,,,,,,,
2996,EXECUTIVE MEDICAL SERVICES PC,,,,,,,,,,,,,,,,
2997,MYONSITE HEALTHCARE LLC,,,,,,,,,,,,,,,,
2999,"GREENBELT CONSERVANCY, INC.",,,,,,,,,,,,,,,,
3000,CARIBBEAN AMERICAN CENTER OF NEW YORK INC,,,,,,,,,,,,,,,,
3002,Louies Legacy Animal Rescue Inc,,,,,,,,,,,,,,,,
3003,MANHATTAN CHAMBER OF COMMERCE FOUNDATION,,,,,,,,,,,,,,,,
3008,BLOOMFIELD CONSERVANCY INC.,,,,,,,,,,,,,,,,
3009,TYTHE DESIGN INC.,,,,,,,,,,,,,,,,
3010,"EAST 69TH STREET ASSOCIATION, INC",,,,,,,,,,,,,,,,
3011,EAST 72ND STREET NEIGHBORHOOD ASSOCIATION INC,,,,,,,,,,,,,,,,
3012,PLAYING ON THE EDGE BASKETBALL PROGRAM INC,,,,,,,,,,,,,,,,
3013,GRACE EPISCOPAL CHURCH,,,,,,,,,,,,,,,,
3014,"AVENUES FOR JUSTICE, INC.",,,,,,,,,,,,,,,,
3015,OH BULLDOGS INC,,,,,,,,,,,,,,,,
3016,BROOKLYN COMMUNITY BAIL FUND INC,,,,,,,,,,,,,,,,
3017,NETWORK SUPPORT SERVICES INC.,,,,,,,,,,,,,,,,
3019,"FEGS HOME ATTENDANT SERVICES, INC.",,,,,,,,,,,,,,,,
3020,"JUST 3, INC.",,,,,,,,,,,,,,,,
3021,Brothers Care Inc,,,,,,,,,,,,,,,,
3022,OLD ASTORIA NEIGHBORHOOD ASSOCIATION INC,,,,,,,,,,,,,,,,
3023,BROOKS MEMORIAL UNITED METHODIST CHURCH,,,,,,,,,,,,,,,,
3024,CARIBBEAN EQUALITY PROJECT INC,,,,,,,,,,,,,,,,
3025,QUEENSRAIL CORPORATION,,,,,,,,,,,,,,,,
3026,KEREN ZICHRON YISROEL MEIER INC,,,,,,,,,,,,,,,,
3027,THE MIDTOWN MANAGEMENT GROUP INC,,,,,,,,,,,,,,,,
3028,CREATIVE JAZZ ORGANIZATION INC,,,,,,,,,,,,,,,,
3029,THE NATIONAL JAZZ MUSEUM IN HARLEM,,,,,,,,,,,,,,,,
3030,"PROSPECT HEIGHTS NEIGHBORHOOD DEVELOPMENT COUNCIL, INC.",,,,,,,,,,,,,,,,
3033,Greenburger Center for Social and Criminal Justice Inc,,,,,,,,,,,,,,,,
3034,STATEN ISLAND RECREATIONAL ASSOC INC,,,,,,,,,,,,,,,,
3035,OPERATION EQUIVALENCY INC,,,,,,,,,,,,,,,,
3037,FRIENDS OF PACK AND TROOP 253 INC,,,,,,,,,,,,,,,,
3038,"YOUTH SERVICE LEAGUE, INC",,,,,,,,,,,,,,,,
3039,CATHEDRAL CHURCH OF ST. JOHN THE DIVINE,,,,,,,,,,,,,,,,
3040,INSTITUTE FOR COMMUNITY EQUITY AND SHARING INC,,,,,,,,,,,,,,,,
3041,HINDU TEMPLE SOCIETY OF NORTH AMERICA,,,,,,,,,,,,,,,,
3042,CREATE THE REMARKABLE INC,,,,,,,,,,,,,,,,
3044,HUMANE EDUCATION ADVOCATES REACHING TEACHERS INC,,,,,,,,,,,,,,,,
3046,NIA THEATRICAL PRODUCTION COMPANY INC,,,,,,,,,,,,,,,,
3047,"NAMI NYC Staten Island, Inc.",,,,,,,,,,,,,,,,
3048,THE JACKSON HEIGHTS ART CLUB INC,,,,,,,,,,,,,,,,
3050,COOPER ST COMMUNITY ASSOCIATION INC,,,,,,,,,,,,,,,,
3054,DELTA SIGMA THETA SORORITY,,,,,,,,,,,,,,,,
3055,THE YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION,,,,,,,,,,,,,,,,
3056,RAJE-USA INC,,,,,,,,,,,,,,,,
3058,RICHMOND SENIOR SERVICES INC,,,,,,,,,,,,,,,,
3059,WhenLoveWorks Inc,,,,,,,,,,,,,,,,
3061,MADE IN BROWNSVILLE INC,,,,,,,,,,,,,,,,
3062,FIRST BAPTIST CHURCH OF CROWN HEIGHTS INC,,,,,,,,,,,,,,,,
3063,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,,,,,,,,,,,,,,,,
3064,HARLEM PRIDE INC,,,,,,,,,,,,,,,,
3065,"WESTAT, INC",,,,,,,,,,,,,,,,
3070,EQUITY ADVOCATES INC,,,,,,,,,,,,,,,,
3072,ACCESS DX LABORATORY LLC,,,,,,,,,,,,,,,,
3073,BAYSIDE VILLAGE BUSINESS IMPROVEMENT DISTRICT INC.,,,,,,,,,,,,,,,,
3074,MAJOR MUSIC INTERNATIONAL CORPORATION,,,,,,,,,,,,,,,,
3076,INTERNAL CREATIONS INC,,,,,,,,,,,,,,,,
3077,TOTALCAPTION LLC,,,,,,,,,,,,,,,,
3080,NALEO EDUCATIONAL FUND,,,,,,,,,,,,,,,,
3081,KOREAN-AMERICAN ASSOCIATION OF QUEENS NEW YORK INC,,,,,,,,,,,,,,,,
3086,EXTREME KIDS AND CREW INC,,,,,,,,,,,,,,,,
3087,THE YOUNG CENTER FOR IMMIGRANT CHILDRENS RIGHTS,,,,,,,,,,,,,,,,
3089,COMMUNITIES RESIST INC,,,,,,,,,,,,,,,,
3090,COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLROSE INC,,,,,,,,,,,,,,,,
3094,"CITY ISLAND COMMUNITY CENTER,,INC.",,,,,,,,,,,,,,,,
3095,SHAARE ZION CONGREGATION,,,,,,,,,,,,,,,,
3101,"Hollaback, Inc.",,,,,,,,,,,,,,,,
3104,ELITE INFANT CARE,,,,,,,,,,,,,,,,
3106,CRIME VICTIMS SUPPORT SERVICES OF NORTH BRONX,,,,,,,,,,,,,,,,
3107,REACHING FOR THE ARTS INC,,,,,,,,,,,,,,,,
3108,ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,,,,,,,,,,,,,,,,
3109,"LIFESTYLES FOR THE DISABLED, INC.",,,,,,,,,,,,,,,,
3113,BROOKLYN IVY PREPARATORY,,,,,,,,,,,,,,,,
3115,NEIGHBORHOOD HOUSING SERVICES OF QUEENS CDC INC,,,,,,,,,,,,,,,,
3119,GIRLS ON THE RUN NYC INC,,,,,,,,,,,,,,,,
3120,Projectivity Group inc,,,,,,,,,,,,,,,,
3121,Riverbay Fund Inc,,,,,,,,,,,,,,,,
3122,"STEPPING STONES 86, LLC",,,,,,,,,,,,,,,,
3125,TO DOS MIS HIJOS,,,,,,,,,,,,,,,,
3127,ACAD OF LITTLE LEADERS DAYCARE INC,,,,,,,,,,,,,,,,
3129,BEYOND COUNSELING LCSW PC,,,,,,,,,,,,,,,,
3134,LOISAIDA INC,,,,,,,,,,,,,,,,
3135,PROJECT WITNESS,,,,,,,,,,,,,,,,
3136,Jewish Coalition for Youth Education & Support inc,,,,,,,,,,,,,,,,
3137,FUTURE GIANTS,,,,,,,,,,,,,,,,
3144,LEFRAK CITY YOUTH & ADULT ACTIVITIES ASSOCIATION INC,,,,,,,,,,,,,,,,
3145,FRIENDS OF NEW YORK TRANSIT MUSEUM,,,,,,,,,,,,,,,,
3149,240 CENTRE STREET CONOMINIUM,,,,,,,,,,,,,,,,
3153,LIVING REDEMPTION COMMUNITY DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
3155,SONGS OF LOVE FOUNDATION,,,,,,,,,,,,,,,,
3156,CONG CHASDEI LEV,,,,,,,,,,,,,,,,
3157,ACTORS' FUND OF AMERICA,,,,,,,,,,,,,,,,
3175,AMERICAN MEDICAL ALERT CORP,,,,,,,,,,,,,,,,
3176,MAKING A DIFFERENCE FOR THE FUTURE INC,,,,,,,,,,,,,,,,
3177,"AFRICAN CENTER FOR COMMUNITY EMPOWERMENT, INC.",,,,,,,,,,,,,,,,
3181,WOODLAWN CONSERVANCY INC,,,,,,,,,,,,,,,,
3182,RESERVE ELDER SERVICES INC,,,,,,,,,,,,,,,,
3184,COMMON JUSTICE INC,,,,,,,,,,,,,,,,
3185,ODYSSEY DAY CARE LLC,,,,,,,,,,,,,,,,
3192,WASHINGTON HEIGHTS AND INWOOD DEVELOPMENT CORP,,,,,,,,,,,,,,,,
3195,REGO PARK JEWISH CENTER,,,,,,,,,,,,,,,,
3204,HCK RECREATION INC,,,,,,,,,,,,,,,,
3210,RICHMOND COUNTY YOUTH COMPLEX INC,,,,,,,,,,,,,,,,
3212,JUAN NEUMANN CENTER INC,,,,,,,,,,,,,,,,
3217,SICC INC,,,,,,,,,,,,,,,,
3218,CAROLINE D DAVIS,,,,,,,,,,,,,,,,
3219,BRIGHT MINDS ACADEMY INC,,,,,,,,,,,,,,,,
3230,THE RESOURCE TRAINING CENTER,,,,,,,,,,,,,,,,
3231,MODEST COMMUNITY SERVICES ASSOCIATION INC,,,,,,,,,,,,,,,,
3232,READ 718 INC,,,,,,,,,,,,,,,,
3235,LITTLE STARS CHILDCARE PROGRAM CORP,,,,,,,,,,,,,,,,
3237,BETHESDA COMMUNITY DEVELOPMENT CENTER INCORPORATED,,,,,,,,,,,,,,,,
3238,FITMAR MANAGEMENT LLC,,,,,,,,,,,,,,,,
3243,CHINATOWN PARTNERSHIP LOCAL DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
3248,BRIGHTON BEACH DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
3252,VALLES VENDIOLA LLP,,,,,,,,,,,,,,,,
3253,LIL INVESTORS CHILD CARE AQUEDUCT LLC,,,,,,,,,,,,,,,,
3254,LEARNING LADDER DAYCARE CENTER LLC,,,,,,,,,,,,,,,,
3264,REGIONAL EMS COUNCIL OF NYC INC,,,,,,,,,,,,,,,,
3281,ACADEMY OF HELLENIC PAIDEIA INC,,,,,,,,,,,,,,,,
3286,FRACTURED ATLAS INC,,,,,,,,,,,,,,,,
3288,PREGONES PUERTO RICAN TRAVELING THEATER INC,,,,,,,,,,,,,,,,
3289,JOSEPHINE HERRICK PROJECT INC,,,,,,,,,,,,,,,,
3290,"WILSON MAJOR MORRIS COMMUNITY CENTER, INC.",,,,,,,,,,,,,,,,
3291,THE DETECTIVE RAFAEL RAMOS FOUNDATION INC,,,,,,,,,,,,,,,,
3295,YOUTH SPORTS PARTNERS INC,,,,,,,,,,,,,,,,
3306,THE NOBLE MARITIME COLLECTION,,,,,,,,,,,,,,,,
3309,CUSTOM COLLABORATIVE INCORPORATED,,,,,,,,,,,,,,,,
3314,HEAVENS TINY TOTS DAYCARE AND AFTERCARE PROGRAM INC,,,,,,,,,,,,,,,,
3315,"UPBEAT NYC, INC",,,,,,,,,,,,,,,,
3316,I AM CULTURED INC,,,,,,,,,,,,,,,,
3318,CYPRESS HILLS TENANTS ASSOCIATION,,,,,,,,,,,,,,,,
3323,MEDRITE MEDICAL CARE PC DBA MEDRITE URGENT CARE,,,,,,,,,,,,,,,,
3329,GCOM SOFTWARE LLC,,,,,,,,,,,,,,,,
3330,OSS PROJECT INC,,,,,,,,,,,,,,,,
3331,Soul Summit Music Inc,,,,,,,,,,,,,,,,
3336,A PLUS KIDZ ACADEMY,,,,,,,,,,,,,,,,
3341,LIBRARY ACTION COMMITTEE OF CORONA EAST ELMHURST,,,,,,,,,,,,,,,,
3359,LA CASA DE SALUD,,,,,,,,,,,,,,,,
